timestamp,mid_price,spread,best_bid,best_ask,bid_prices,bid_quantities,ask_prices,ask_quantities,bid_volume,ask_volume
1700000012.6,999.7829,0.1,999.73,999.83,"[999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43, 999.38, 999.33, 999.28]","[53.0, 28.0, 23.0, 129.0, 69.0, 106.0, 1.0, 121.0, 14.0, 122.0]","[999.83, 999.88, 999.93, 999.98, 1000.03, 1000.08, 1000.13, 1000.18, 1000.23, 1000.28]","[4.0, 72.0, 15.0, 3.0, 188.0, 31.0, 1.0, 185.0, 127.0, 175.0]",666.0,801.0
1700000012.7,999.8452,0.1,999.8,999.9,"[999.8, 999.75, 999.7, 999.65, 999.6, 999.55, 999.5, 999.45, 999.4, 999.35]","[14.0, 89.0, 36.0, 28.0, 184.0, 54.0, 58.0, 454.0, 3.0, 556.0]","[999.9, 999.95, 1000.0, 1000.05, 1000.1, 1000.15, 1000.2, 1000.25, 1000.3, 1000.35]","[20.0, 213.0, 11.0, 82.0, 148.0, 174.0, 13.0, 14.0, 164.0, 18.0]",1476.0,857.0
1700000012.8,999.8247,0.37,999.64,1000.01,"[999.64, 999.59, 999.54, 999.49, 999.44, 999.39, 999.34, 999.29, 999.24, 999.19]","[8.0, 95.0, 4.0, 298.0, 81.0, 165.0, 182.0, 166.0, 152.0, 5.0]","[1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46]","[100.0, 60.0, 23.0, 40.0, 49.0, 8.0, 29.0, 3.0, 152.0, 99.0]",1156.0,563.0
1700000012.9,999.8112,0.1,999.76,999.86,"[999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36, 999.31]","[43.0, 4.0, 29.0, 90.0, 333.0, 409.0, 7.0, 151.0, 43.0, 387.0]","[999.86, 999.91, 999.96, 1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31]","[67.0, 15.0, 39.0, 1.0, 57.0, 99.0, 90.0, 201.0, 25.0, 326.0]",1496.0,920.0
1700000013.0,999.8132,0.1,999.76,999.86,"[999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36, 999.31]","[18.0, 98.0, 41.0, 35.0, 111.0, 127.0, 56.0, 298.0, 82.0, 240.0]","[999.86, 999.91, 999.96, 1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31]","[17.0, 99.0, 118.0, 120.0, 176.0, 107.0, 29.0, 110.0, 40.0, 177.0]",1106.0,993.0
1700000013.1,999.836,0.17,999.75,999.92,"[999.75, 999.7, 999.65, 999.6, 999.55, 999.5, 999.45, 999.4, 999.35, 999.3]","[8.0, 58.0, 328.0, 109.0, 40.0, 34.0, 76.0, 111.0, 158.0, 54.0]","[999.92, 999.97, 1000.02, 1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37]","[50.0, 12.0, 208.0, 125.0, 71.0, 143.0, 24.0, 303.0, 393.0, 40.0]",976.0,1369.0
1700000013.2,999.8676,0.1,999.82,999.92,"[999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47, 999.42, 999.37]","[55.0, 233.0, 33.0, 38.0, 14.0, 252.0, 436.0, 11.0, 16.0, 56.0]","[999.92, 999.97, 1000.02, 1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37]","[111.0, 313.0, 35.0, 133.0, 98.0, 30.0, 111.0, 451.0, 243.0, 278.0]",1144.0,1803.0
1700000013.3,999.8752,0.1,999.83,999.93,"[999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43, 999.38]","[36.0, 76.0, 60.0, 1.0, 10.0, 293.0, 199.0, 210.0, 367.0, 224.0]","[999.93, 999.98, 1000.03, 1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38]","[189.0, 153.0, 25.0, 39.0, 82.0, 39.0, 274.0, 30.0, 151.0, 253.0]",1476.0,1235.0
1700000013.4,999.8422,0.1,999.79,999.89,"[999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44, 999.39, 999.34]","[34.0, 10.0, 58.0, 77.0, 77.0, 99.0, 39.0, 523.0, 220.0, 179.0]","[999.89, 999.94, 999.99, 1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34]","[54.0, 31.0, 207.0, 15.0, 5.0, 139.0, 122.0, 61.0, 674.0, 230.0]",1316.0,1538.0
1700000013.5,999.8306,0.32,999.67,999.99,"[999.67, 999.62, 999.57, 999.52, 999.47, 999.42, 999.37, 999.32, 999.27, 999.22]","[9.0, 27.0, 18.0, 22.0, 166.0, 79.0, 115.0, 58.0, 22.0, 56.0]","[999.99, 1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44]","[16.0, 61.0, 104.0, 397.0, 246.0, 571.0, 216.0, 2.0, 20.0, 168.0]",572.0,1801.0
1700000013.6,999.831,0.1,999.78,999.88,"[999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43, 999.38, 999.33]","[68.0, 29.0, 111.0, 118.0, 56.0, 98.0, 53.0, 147.0, 446.0, 278.0]","[999.88, 999.93, 999.98, 1000.03, 1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33]","[50.0, 90.0, 44.0, 51.0, 16.0, 61.0, 111.0, 66.0, 11.0, 8.0]",1404.0,508.0
1700000013.7,999.8532,0.1,999.8,999.9,"[999.8, 999.75, 999.7, 999.65, 999.6, 999.55, 999.5, 999.45, 999.4, 999.35]","[31.0, 59.0, 71.0, 20.0, 165.0, 298.0, 133.0, 124.0, 36.0, 5.0]","[999.9, 999.95, 1000.0, 1000.05, 1000.1, 1000.15, 1000.2, 1000.25, 1000.3, 1000.35]","[67.0, 167.0, 241.0, 5.0, 122.0, 79.0, 3.0, 79.0, 48.0, 138.0]",942.0,949.0
1700000013.8,999.8139,0.15,999.74,999.89,"[999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44, 999.39, 999.34, 999.29]","[47.0, 59.0, 1.0, 322.0, 171.0, 4.0, 35.0, 41.0, 20.0, 15.0]","[999.89, 999.94, 999.99, 1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34]","[35.0, 8.0, 112.0, 66.0, 28.0, 163.0, 158.0, 443.0, 29.0, 27.0]",715.0,1069.0
1700000013.9,999.8596,0.1,999.81,999.91,"[999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36]","[92.0, 207.0, 72.0, 159.0, 458.0, 4.0, 337.0, 59.0, 2.0, 92.0]","[999.91, 999.96, 1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36]","[143.0, 34.0, 57.0, 26.0, 1.0, 299.0, 120.0, 11.0, 169.0, 50.0]",1482.0,910.0
1700000014.0,999.8557,0.1,999.81,999.91,"[999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36]","[88.0, 136.0, 99.0, 99.0, 28.0, 20.0, 235.0, 70.0, 447.0, 148.0]","[999.91, 999.96, 1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36]","[64.0, 68.0, 52.0, 1.0, 16.0, 29.0, 10.0, 21.0, 138.0, 167.0]",1370.0,566.0
1700000014.1,999.905,0.1,999.86,999.96,"[999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41]","[78.0, 15.0, 2.0, 47.0, 22.0, 112.0, 356.0, 89.0, 422.0, 86.0]","[999.96, 1000.01, 1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41]","[1.0, 155.0, 51.0, 184.0, 26.0, 99.0, 12.0, 144.0, 85.0, 304.0]",1229.0,1061.0
1700000014.2,999.9189,0.2,999.82,1000.02,"[999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47, 999.42, 999.37]","[22.0, 69.0, 109.0, 71.0, 194.0, 33.0, 97.0, 150.0, 73.0, 41.0]","[1000.02, 1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47]","[5.0, 57.0, 22.0, 6.0, 91.0, 14.0, 291.0, 13.0, 231.0, 184.0]",859.0,914.0
1700000014.3,999.9362,0.1,999.89,999.99,"[999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44]","[85.0, 11.0, 49.0, 163.0, 20.0, 35.0, 15.0, 367.0, 16.0, 547.0]","[999.99, 1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44]","[24.0, 99.0, 106.0, 88.0, 60.0, 110.0, 51.0, 162.0, 1.0, 12.0]",1308.0,713.0
1700000014.4,999.9442,0.1,999.89,999.99,"[999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44]","[13.0, 112.0, 285.0, 19.0, 7.0, 28.0, 159.0, 263.0, 86.0, 86.0]","[999.99, 1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44]","[43.0, 79.0, 61.0, 3.0, 412.0, 60.0, 83.0, 14.0, 10.0, 12.0]",1058.0,777.0
1700000014.5,999.9819,0.1,999.93,1000.03,"[999.93, 999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48]","[150.0, 41.0, 49.0, 170.0, 65.0, 26.0, 147.0, 5.0, 20.0, 156.0]","[1000.03, 1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48]","[1.0, 49.0, 153.0, 405.0, 159.0, 27.0, 56.0, 47.0, 55.0, 199.0]",829.0,1151.0
1700000014.6,1000.0061,0.1,999.96,1000.06,"[999.96, 999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51]","[1.0, 21.0, 57.0, 23.0, 47.0, 211.0, 38.0, 97.0, 117.0, 331.0]","[1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46, 1000.51]","[24.0, 52.0, 32.0, 41.0, 496.0, 82.0, 513.0, 86.0, 8.0, 19.0]",943.0,1353.0
1700000014.7,999.9778,0.2,999.88,1000.08,"[999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43]","[40.0, 15.0, 98.0, 152.0, 87.0, 67.0, 56.0, 35.0, 110.0, 168.0]","[1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53]","[31.0, 46.0, 274.0, 251.0, 53.0, 36.0, 1083.0, 18.0, 192.0, 312.0]",828.0,2296.0
1700000014.8,999.9816,0.58,999.69,1000.27,"[999.69, 999.64, 999.59, 999.54, 999.49, 999.44, 999.39, 999.34, 999.29, 999.24]","[29.0, 69.0, 13.0, 294.0, 185.0, 122.0, 50.0, 167.0, 209.0, 668.0]","[1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52, 1000.57, 1000.62, 1000.67, 1000.72]","[6.0, 39.0, 20.0, 30.0, 305.0, 13.0, 222.0, 507.0, 4.0, 50.0]",1806.0,1196.0
1700000014.9,999.9737,0.1,999.92,1000.02,"[999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47]","[4.0, 18.0, 16.0, 106.0, 122.0, 145.0, 384.0, 13.0, 113.0, 110.0]","[1000.02, 1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47]","[143.0, 15.0, 109.0, 19.0, 10.0, 118.0, 130.0, 491.0, 19.0, 80.0]",1031.0,1134.0
1700000015.0,999.9933,0.17,999.91,1000.08,"[999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46]","[72.0, 7.0, 2.0, 62.0, 40.0, 136.0, 228.0, 385.0, 436.0, 223.0]","[1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53]","[5.0, 25.0, 63.0, 266.0, 2.0, 197.0, 44.0, 24.0, 21.0, 97.0]",1591.0,744.0
1700000015.1,999.994,0.25,999.87,1000.12,"[999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47, 999.42]","[93.0, 61.0, 55.0, 506.0, 201.0, 285.0, 1.0, 9.0, 164.0, 431.0]","[1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52, 1000.57]","[64.0, 1.0, 111.0, 153.0, 476.0, 1.0, 14.0, 299.0, 196.0, 90.0]",1806.0,1405.0
1700000015.2,999.9813,0.16,999.9,1000.06,"[999.9, 999.85, 999.8, 999.75, 999.7, 999.65, 999.6, 999.55, 999.5, 999.45]","[125.0, 128.0, 55.0, 57.0, 55.0, 109.0, 221.0, 212.0, 378.0, 171.0]","[1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46, 1000.51]","[53.0, 41.0, 175.0, 437.0, 56.0, 156.0, 32.0, 141.0, 244.0, 66.0]",1511.0,1401.0
1700000015.3,999.9803,0.45,999.76,1000.21,"[999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36, 999.31]","[179.0, 73.0, 86.0, 52.0, 236.0, 136.0, 124.0, 107.0, 195.0, 1.0]","[1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46, 1000.51, 1000.56, 1000.61, 1000.66]","[20.0, 51.0, 70.0, 60.0, 245.0, 147.0, 133.0, 525.0, 348.0, 448.0]",1189.0,2047.0
1700000015.4,1000.0154,0.25,999.89,1000.14,"[999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44]","[77.0, 30.0, 15.0, 127.0, 12.0, 131.0, 8.0, 167.0, 28.0, 106.0]","[1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54, 1000.59]","[16.0, 43.0, 41.0, 12.0, 12.0, 7.0, 103.0, 13.0, 70.0, 71.0]",701.0,388.0
1700000015.5,1000.0519,0.16,999.97,1000.13,"[999.97, 999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52]","[13.0, 32.0, 378.0, 175.0, 282.0, 69.0, 40.0, 111.0, 78.0, 370.0]","[1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58]","[110.0, 63.0, 54.0, 51.0, 89.0, 21.0, 335.0, 57.0, 59.0, 632.0]",1548.0,1471.0
1700000015.6,1000.0463,0.27,999.91,1000.18,"[999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46]","[11.0, 67.0, 82.0, 17.0, 15.0, 24.0, 116.0, 22.0, 37.0, 93.0]","[1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58, 1000.63]","[33.0, 76.0, 17.0, 272.0, 38.0, 164.0, 5.0, 99.0, 60.0, 295.0]",484.0,1059.0
1700000015.7,1000.0794,0.22,999.97,1000.19,"[999.97, 999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52]","[278.0, 8.0, 76.0, 47.0, 95.0, 31.0, 213.0, 221.0, 76.0, 40.0]","[1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54, 1000.59, 1000.64]","[38.0, 59.0, 75.0, 83.0, 21.0, 114.0, 86.0, 342.0, 1.0, 23.0]",1085.0,842.0
1700000015.8,1000.0397,0.18,999.95,1000.13,"[999.95, 999.9, 999.85, 999.8, 999.75, 999.7, 999.65, 999.6, 999.55, 999.5]","[37.0, 80.0, 23.0, 47.0, 64.0, 148.0, 351.0, 170.0, 8.0, 102.0]","[1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58]","[40.0, 8.0, 17.0, 79.0, 64.0, 226.0, 214.0, 341.0, 27.0, 293.0]",1030.0,1309.0
1700000015.9,1000.0235,0.1,999.97,1000.07,"[999.97, 999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52]","[17.0, 12.0, 105.0, 10.0, 175.0, 44.0, 226.0, 112.0, 182.0, 11.0]","[1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52]","[72.0, 29.0, 13.0, 39.0, 57.0, 37.0, 104.0, 262.0, 99.0, 31.0]",894.0,743.0
1700000016.0,1000.0358,0.1,999.99,1000.09,"[999.99, 999.94, 999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54]","[5.0, 16.0, 38.0, 84.0, 220.0, 5.0, 28.0, 43.0, 284.0, 134.0]","[1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54]","[17.0, 32.0, 60.0, 25.0, 187.0, 195.0, 103.0, 381.0, 3.0, 679.0]",857.0,1682.0
1700000016.1,1000.0345,0.1,999.98,1000.08,"[999.98, 999.93, 999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53]","[17.0, 36.0, 9.0, 89.0, 26.0, 124.0, 106.0, 101.0, 29.0, 83.0]","[1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53]","[76.0, 123.0, 10.0, 8.0, 57.0, 14.0, 260.0, 304.0, 226.0, 86.0]",620.0,1164.0
1700000016.2,1000.0201,0.1,999.97,1000.07,"[999.97, 999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52]","[58.0, 69.0, 30.0, 101.0, 94.0, 11.0, 40.0, 185.0, 114.0, 332.0]","[1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52]","[24.0, 162.0, 133.0, 181.0, 108.0, 13.0, 48.0, 501.0, 51.0, 165.0]",1034.0,1386.0
1700000016.3,1000.0158,0.41,999.81,1000.22,"[999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36]","[79.0, 109.0, 108.0, 141.0, 65.0, 182.0, 84.0, 335.0, 104.0, 276.0]","[1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52, 1000.57, 1000.62, 1000.67]","[36.0, 8.0, 247.0, 44.0, 35.0, 10.0, 84.0, 86.0, 392.0, 250.0]",1483.0,1192.0
1700000016.4,1000.0637,0.1,1000.01,1000.11,"[1000.01, 999.96, 999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56]","[45.0, 169.0, 4.0, 41.0, 25.0, 98.0, 103.0, 202.0, 117.0, 164.0]","[1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46, 1000.51, 1000.56]","[40.0, 9.0, 22.0, 30.0, 596.0, 14.0, 24.0, 3.0, 118.0, 261.0]",968.0,1117.0
1700000016.5,1000.0478,0.16,999.97,1000.13,"[999.97, 999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52]","[41.0, 39.0, 59.0, 109.0, 510.0, 289.0, 243.0, 366.0, 24.0, 323.0]","[1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58]","[127.0, 5.0, 31.0, 134.0, 33.0, 42.0, 211.0, 227.0, 19.0, 89.0]",2003.0,918.0
1700000016.6,1000.0293,0.1,999.98,1000.08,"[999.98, 999.93, 999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53]","[16.0, 2.0, 27.0, 56.0, 44.0, 190.0, 217.0, 128.0, 62.0, 8.0]","[1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53]","[7.0, 96.0, 6.0, 4.0, 55.0, 231.0, 159.0, 269.0, 74.0, 120.0]",750.0,1021.0
1700000016.7,1000.0268,0.23,999.91,1000.14,"[999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46]","[27.0, 84.0, 39.0, 39.0, 82.0, 31.0, 1024.0, 109.0, 137.0, 145.0]","[1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54, 1000.59]","[1.0, 56.0, 108.0, 68.0, 95.0, 91.0, 212.0, 72.0, 60.0, 107.0]",1717.0,870.0
1700000016.8,999.9851,0.13,999.92,1000.05,"[999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47]","[32.0, 56.0, 2.0, 358.0, 67.0, 97.0, 215.0, 90.0, 173.0, 640.0]","[1000.05, 1000.1, 1000.15, 1000.2, 1000.25, 1000.3, 1000.35, 1000.4, 1000.45, 1000.5]","[42.0, 112.0, 95.0, 56.0, 75.0, 25.0, 116.0, 96.0, 87.0, 38.0]",1730.0,742.0
1700000016.9,1000.0082,0.46,999.78,1000.24,"[999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43, 999.38, 999.33]","[10.0, 48.0, 24.0, 37.0, 4.0, 251.0, 17.0, 114.0, 130.0, 181.0]","[1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54, 1000.59, 1000.64, 1000.69]","[9.0, 101.0, 36.0, 55.0, 17.0, 26.0, 8.0, 1.0, 337.0, 6.0]",816.0,596.0
1700000017.0,999.9963,0.47,999.76,1000.23,"[999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41, 999.36, 999.31]","[32.0, 10.0, 197.0, 120.0, 2.0, 190.0, 170.0, 283.0, 179.0, 42.0]","[1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58, 1000.63, 1000.68]","[54.0, 82.0, 130.0, 48.0, 63.0, 95.0, 96.0, 90.0, 56.0, 31.0]",1225.0,745.0
1700000017.1,999.9887,0.3,999.84,1000.14,"[999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44, 999.39]","[36.0, 43.0, 218.0, 112.0, 69.0, 66.0, 66.0, 131.0, 144.0, 292.0]","[1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54, 1000.59]","[12.0, 105.0, 91.0, 40.0, 32.0, 141.0, 101.0, 26.0, 100.0, 226.0]",1177.0,874.0
1700000017.2,999.9842,0.17,999.9,1000.07,"[999.9, 999.85, 999.8, 999.75, 999.7, 999.65, 999.6, 999.55, 999.5, 999.45]","[59.0, 60.0, 67.0, 30.0, 139.0, 88.0, 206.0, 176.0, 6.0, 109.0]","[1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52]","[23.0, 21.0, 68.0, 27.0, 18.0, 21.0, 27.0, 126.0, 463.0, 72.0]",940.0,866.0
1700000017.3,999.9865,0.1,999.94,1000.04,"[999.94, 999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49]","[20.0, 109.0, 94.0, 114.0, 161.0, 348.0, 150.0, 22.0, 261.0, 256.0]","[1000.04, 1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49]","[80.0, 23.0, 62.0, 7.0, 38.0, 72.0, 63.0, 244.0, 74.0, 801.0]",1535.0,1464.0
1700000017.4,999.9764,0.14,999.91,1000.05,"[999.91, 999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46]","[4.0, 54.0, 37.0, 344.0, 75.0, 9.0, 14.0, 13.0, 64.0, 62.0]","[1000.05, 1000.1, 1000.15, 1000.2, 1000.25, 1000.3, 1000.35, 1000.4, 1000.45, 1000.5]","[165.0, 12.0, 82.0, 46.0, 117.0, 42.0, 8.0, 34.0, 69.0, 391.0]",676.0,966.0
1700000017.5,999.9845,0.1,999.93,1000.03,"[999.93, 999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48]","[29.0, 23.0, 2.0, 14.0, 134.0, 109.0, 65.0, 161.0, 287.0, 301.0]","[1000.03, 1000.08, 1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48]","[7.0, 157.0, 14.0, 122.0, 12.0, 28.0, 184.0, 49.0, 52.0, 474.0]",1125.0,1099.0
1700000017.6,999.9765,0.18,999.89,1000.07,"[999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54, 999.49, 999.44]","[87.0, 57.0, 40.0, 2.0, 122.0, 137.0, 116.0, 123.0, 197.0, 28.0]","[1000.07, 1000.12, 1000.17, 1000.22, 1000.27, 1000.32, 1000.37, 1000.42, 1000.47, 1000.52]","[22.0, 137.0, 6.0, 280.0, 155.0, 52.0, 90.0, 184.0, 14.0, 134.0]",909.0,1074.0
1700000017.7,999.9941,0.32,999.83,1000.15,"[999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48, 999.43, 999.38]","[88.0, 183.0, 59.0, 179.0, 32.0, 96.0, 140.0, 88.0, 148.0, 427.0]","[1000.15, 1000.2, 1000.25, 1000.3, 1000.35, 1000.4, 1000.45, 1000.5, 1000.55, 1000.6]","[52.0, 43.0, 174.0, 224.0, 90.0, 81.0, 231.0, 413.0, 93.0, 109.0]",1440.0,1510.0
1700000017.8,999.9881,0.14,999.92,1000.06,"[999.92, 999.87, 999.82, 999.77, 999.72, 999.67, 999.62, 999.57, 999.52, 999.47]","[35.0, 69.0, 11.0, 82.0, 10.0, 10.0, 204.0, 126.0, 3.0, 147.0]","[1000.06, 1000.11, 1000.16, 1000.21, 1000.26, 1000.31, 1000.36, 1000.41, 1000.46, 1000.51]","[47.0, 14.0, 17.0, 8.0, 61.0, 125.0, 473.0, 40.0, 169.0, 95.0]",697.0,1049.0
1700000017.9,999.9991,0.27,999.86,1000.13,"[999.86, 999.81, 999.76, 999.71, 999.66, 999.61, 999.56, 999.51, 999.46, 999.41]","[24.0, 6.0, 121.0, 70.0, 253.0, 26.0, 20.0, 28.0, 692.0, 339.0]","[1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58]","[15.0, 24.0, 79.0, 53.0, 37.0, 49.0, 290.0, 173.0, 354.0, 490.0]",1579.0,1564.0
1700000018.0,1000.0283,0.2,999.93,1000.13,"[999.93, 999.88, 999.83, 999.78, 999.73, 999.68, 999.63, 999.58, 999.53, 999.48]","[8.0, 47.0, 29.0, 236.0, 36.0, 51.0, 357.0, 604.0, 169.0, 153.0]","[1000.13, 1000.18, 1000.23, 1000.28, 1000.33, 1000.38, 1000.43, 1000.48, 1000.53, 1000.58]","[17.0, 95.0, 55.0, 72.0, 74.0, 80.0, 46.0, 651.0, 226.0, 753.0]",1690.0,2069.0
1700000018.1,1000.043,0.1,999.99,1000.09,"[999.99, 999.94, 999.89, 999.84, 999.79, 999.74, 999.69, 999.64, 999.59, 999.54]","[33.0, 99.0, 33.0, 243.0, 71.0, 56.0, 75.0, 12.0, 62.0, 750.0]","[1000.09, 1000.14, 1000.19, 1000.24, 1000.29, 1000.34, 1000.39, 1000.44, 1000.49, 1000.54]","[27.0, 31.0, 72.0, 81.0, 14.0, 134.0, 17.0, 35.0, 10.0, 284.0]",1434.0,705.0
